Text Date,Value Date,Zip Code,Water Use,Power Use
Mar_2008,Mar-08,"90046
(34.097151960000474, -118.35826821299969)",27.96,539
Apr_2008,Apr-08,"90046
(34.097151960000474, -118.35826821299969)",31.17,524
May_2008,May-08,"90046
(34.097151960000474, -118.35826821299969)",32.34,550
Jun_2008,Jun-08,"90046
(34.097151960000474, -118.35826821299969)",33.44,603
Jul_2008,Jul-08,"90046
(34.097151960000474, -118.35826821299969)",35.29,617
Aug_2008,Aug-08,"90046
(34.097151960000474, -118.35826821299969)",34.94,635
Sep_2008,Sep-08,"90046
(34.097151960000474, -118.35826821299969)",33.51,610
Oct_2008,Oct-08,"90046
(34.097151960000474, -118.35826821299969)",33.27,570
Nov_2008,Nov-08,"90046
(34.097151960000474, -118.35826821299969)",30.92,551
Dec_2008,Dec-08,"90046
(34.097151960000474, -118.35826821299969)",26.6,565
Jan_2009,Jan-09,"90046
(34.097151960000474, -118.35826821299969)",26.87,563
Feb_2009,Feb-09,"90046
(34.097151960000474, -118.35826821299969)",23.71,2714
Mar_2009,Mar-09,"90046
(34.097151960000474, -118.35826821299969)",26.82,534
Apr_2009,Apr-09,"90046
(34.097151960000474, -118.35826821299969)",29.16,487
May_2009,May-09,"90046
(34.097151960000474, -118.35826821299969)",29.89,507
Jun_2009,Jun-09,"90046
(34.097151960000474, -118.35826821299969)",29.56,544
Jul_2009,Jul-09,"90046
(34.097151960000474, -118.35826821299969)",30.98,579
Aug_2009,Aug-09,"90046
(34.097151960000474, -118.35826821299969)",31.87,665
Sep_2009,Sep-09,"90046
(34.097151960000474, -118.35826821299969)",30.14,630
Oct_2009,Oct-09,"90046
(34.097151960000474, -118.35826821299969)",29.42,536
Nov_2009,Nov-09,"90046
(34.097151960000474, -118.35826821299969)",27.54,518
Dec_2009,Dec-09,"90046
(34.097151960000474, -118.35826821299969)",24.09,545
Jan_2010,Jan-10,"90046
(34.097151960000474, -118.35826821299969)",24.06,545
Feb_2010,Feb-10,"90046
(34.097151960000474, -118.35826821299969)",21.56,474
Mar_2010,Mar-10,"90046
(34.097151960000474, -118.35826821299969)",24.34,519
Apr_2010,Apr-10,"90046
(34.097151960000474, -118.35826821299969)",25.09,455
May_2010,May-10,"90046
(34.097151960000474, -118.35826821299969)",26.44,474
Jun_2010,Jun-10,"90046
(34.097151960000474, -118.35826821299969)",28.68,501
Jul_2010,Jul-10,"90046
(34.097151960000474, -118.35826821299969)",30.33,527
Aug_2010,Aug-10,"90046
(34.097151960000474, -118.35826821299969)",31.06,560
Sep_2010,Sep-10,"90046
(34.097151960000474, -118.35826821299969)",29.65,545
Oct_2010,Oct-10,"90046
(34.097151960000474, -118.35826821299969)",27.38,555
Nov_2010,Nov-10,"90046
(34.097151960000474, -118.35826821299969)",25.8,534
Dec_2010,Dec-10,"90046
(34.097151960000474, -118.35826821299969)",22.99,548
Jan_2011,Jan-11,"90046
(34.097151960000474, -118.35826821299969)",23.69,548
Feb_2011,Feb-11,"90046
(34.097151960000474, -118.35826821299969)",21.72,487
Mar_2011,Mar-11,"90046
(34.097151960000474, -118.35826821299969)",24.07,533
Apr_2011,Apr-11,"90046
(34.097151960000474, -118.35826821299969)",25.7,466
May_2011,May-11,"90046
(34.097151960000474, -118.35826821299969)",27.22,487
Jun_2011,Jun-11,"90046
(34.097151960000474, -118.35826821299969)",28.78,519
Jul_2011,Jul-11,"90046
(34.097151960000474, -118.35826821299969)",30.21,542
Aug_2011,Aug-11,"90046
(34.097151960000474, -118.35826821299969)",30.6,583
Sep_2011,Sep-11,"90046
(34.097151960000474, -118.35826821299969)",29.34,555
Oct_2011,Oct-11,"90046
(34.097151960000474, -118.35826821299969)",26.97,518
Nov_2011,Nov-11,"90046
(34.097151960000474, -118.35826821299969)",25.4,502
Dec_2011,Dec-11,"90046
(34.097151960000474, -118.35826821299969)",24.49,539
Jan_2012,Jan-12,"90046
(34.097151960000474, -118.35826821299969)",24.99,537
Feb_2012,Feb-12,"90046
(34.097151960000474, -118.35826821299969)",23.71,478
Mar_2012,Mar-12,"90046
(34.097151960000474, -118.35826821299969)",25.21,507
Apr_2012,Apr-12,"90046
(34.097151960000474, -118.35826821299969)",24.93,462
May_2012,May-12,"90046
(34.097151960000474, -118.35826821299969)",26.76,482
Jun_2012,Jun-12,"90046
(34.097151960000474, -118.35826821299969)",28.5,495
Jul_2012,Jul-12,"90046
(34.097151960000474, -118.35826821299969)",21.77,539
Aug_2012,Aug-12,"90046
(34.097151960000474, -118.35826821299969)",24.08,726
Sep_2012,Sep-12,"90046
(34.097151960000474, -118.35826821299969)",22.66,672
Oct_2012,Oct-12,"90046
(34.097151960000474, -118.35826821299969)",21.04,545
Nov_2012,Nov-12,"90046
(34.097151960000474, -118.35826821299969)",19.14,526
Dec_2013,Dec-12,"90046
(34.097151960000474, -118.35826821299969)",13.31,558
Jan_2013,Jan-13,"90046
(34.097151960000474, -118.35826821299969)",13.58,552
Feb_2013,Feb-13,"90046
(34.097151960000474, -118.35826821299969)",14.16,444
Mar_2013,Mar-13,"90046
(34.097151960000474, -118.35826821299969)",16.25,489
Apr_2013,Apr-13,"90046
(34.097151960000474, -118.35826821299969)",18.67,460
May_2013,May-13,"90046
(34.097151960000474, -118.35826821299969)",19.73,487
Jun_2013,Jun-13,"90046
(34.097151960000474, -118.35826821299969)",20.38,525
Jul_2005,Jul-05,"90047
(33.95687345800047, -118.3090784049997)",16.62,376
Aug_2005,Aug-05,"90047
(33.95687345800047, -118.3090784049997)",16.13,385
Sep_2005,Sep-05,"90047
(33.95687345800047, -118.3090784049997)",15.35,374
Oct_2005,Oct-05,"90047
(33.95687345800047, -118.3090784049997)",13.11,390
Nov_2005,Nov-05,"90047
(33.95687345800047, -118.3090784049997)",12.49,381
Dec_2005,Dec-05,"90047
(33.95687345800047, -118.3090784049997)",12.11,444
Jan_2006,Jan-06,"90047
(33.95687345800047, -118.3090784049997)",12.16,447
Feb_2006,Feb-06,"90047
(33.95687345800047, -118.3090784049997)",10.83,390
Mar_2006,Mar-06,"90047
(33.95687345800047, -118.3090784049997)",11.92,429
Apr_2006,Apr-06,"90047
(33.95687345800047, -118.3090784049997)",11.79,374
May_2006,May-06,"90047
(33.95687345800047, -118.3090784049997)",12.94,384
Jun_2006,Jun-06,"90047
(33.95687345800047, -118.3090784049997)",16.03,409
Jul_2006,Jul-06,"90047
(33.95687345800047, -118.3090784049997)",16.95,422
Aug_2006,Aug-06,"90047
(33.95687345800047, -118.3090784049997)",16.41,399
Sep_2006,Sep-06,"90047
(33.95687345800047, -118.3090784049997)",15.64,384
Oct_2006,Oct-06,"90047
(33.95687345800047, -118.3090784049997)",14.22,393
Nov_2006,Nov-06,"90047
(33.95687345800047, -118.3090784049997)",13.55,384
Dec_2006,Dec-06,"90047
(33.95687345800047, -118.3090784049997)",12.7,478
Jan_2007,Jan-07,"90047
(33.95687345800047, -118.3090784049997)",12.48,480
Feb_2007,Feb-07,"90047
(33.95687345800047, -118.3090784049997)",11.43,383
Mar_2007,Mar-07,"90047
(33.95687345800047, -118.3090784049997)",13.01,417
Apr_2007,Apr-07,"90047
(33.95687345800047, -118.3090784049997)",14.07,369
May_2007,May-07,"90047
(33.95687345800047, -118.3090784049997)",14.9,379
Jun_2007,Jun-07,"90047
(33.95687345800047, -118.3090784049997)",16.15,380
Jul_2007,Jul-07,"90047
(33.95687345800047, -118.3090784049997)",16.54,397
Aug_2007,Aug-07,"90047
(33.95687345800047, -118.3090784049997)",16.26,419
Sep_2007,Sep-07,"90047
(33.95687345800047, -118.3090784049997)",15.37,402
Oct_2007,Oct-07,"90047
(33.95687345800047, -118.3090784049997)",13.66,396
Nov_2007,Nov-07,"90047
(33.95687345800047, -118.3090784049997)",12.83,386
Dec_2007,Dec-07,"90047
(33.95687345800047, -118.3090784049997)",11.56,481
Jan_2008,Jan-08,"90047
(33.95687345800047, -118.3090784049997)",11.46,486
Feb_2008,Feb-08,"90047
(33.95687345800047, -118.3090784049997)",10.81,403
Mar_2008,Mar-08,"90047
(33.95687345800047, -118.3090784049997)",12.01,423
Apr_2008,Apr-08,"90047
(33.95687345800047, -118.3090784049997)",13.02,371
May_2008,May-08,"90047
(33.95687345800047, -118.3090784049997)",13.74,382
Jun_2008,Jun-08,"90047
(33.95687345800047, -118.3090784049997)",14.46,388
Jul_2008,Jul-08,"90047
(33.95687345800047, -118.3090784049997)",15.39,409
Aug_2008,Aug-08,"90047
(33.95687345800047, -118.3090784049997)",14.76,405
Sep_2008,Sep-08,"90047
(33.95687345800047, -118.3090784049997)",14.01,390
Oct_2008,Oct-08,"90047
(33.95687345800047, -118.3090784049997)",13.53,395
Nov_2008,Nov-08,"90047
(33.95687345800047, -118.3090784049997)",12.71,385
Dec_2008,Dec-08,"90047
(33.95687345800047, -118.3090784049997)",11.15,457
Jan_2009,Jan-09,"90047
(33.95687345800047, -118.3090784049997)",11.15,461
Feb_2009,Feb-09,"90047
(33.95687345800047, -118.3090784049997)",9.98,394
Mar_2009,Mar-09,"90047
(33.95687345800047, -118.3090784049997)",11.44,425
Apr_2009,Apr-09,"90047
(33.95687345800047, -118.3090784049997)",12.34,361
May_2009,May-09,"90047
(33.95687345800047, -118.3090784049997)",12.9,370
Jun_2009,Jun-09,"90047
(33.95687345800047, -118.3090784049997)",12.72,367
Jul_2009,Jul-09,"90047
(33.95687345800047, -118.3090784049997)",13.65,387
Aug_2009,Aug-09,"90047
(33.95687345800047, -118.3090784049997)",13.99,413
Sep_2009,Sep-09,"90047
(33.95687345800047, -118.3090784049997)",13.46,397
Oct_2009,Oct-09,"90047
(33.95687345800047, -118.3090784049997)",12.15,391
Nov_2009,Nov-09,"90047
(33.95687345800047, -118.3090784049997)",11.52,380
Dec_2009,Dec-09,"90047
(33.95687345800047, -118.3090784049997)",10.37,454
Jan_2010,Jan-10,"90047
(33.95687345800047, -118.3090784049997)",10.37,458
Feb_2010,Feb-10,"90047
(33.95687345800047, -118.3090784049997)",9.35,375
Mar_2010,Mar-10,"90047
(33.95687345800047, -118.3090784049997)",10.38,408
Apr_2010,Apr-10,"90047
(33.95687345800047, -118.3090784049997)",11.41,357
May_2010,May-10,"90047
(33.95687345800047, -118.3090784049997)",11.83,366
Jun_2010,Jun-10,"90047
(33.95687345800047, -118.3090784049997)",12.94,350
Jul_2010,Jul-10,"90047
(33.95687345800047, -118.3090784049997)",13.52,366
Aug_2010,Aug-10,"90047
(33.95687345800047, -118.3090784049997)",13.53,369
Sep_2010,Sep-10,"90047
(33.95687345800047, -118.3090784049997)",13.02,360
Oct_2010,Oct-10,"90047
(33.95687345800047, -118.3090784049997)",11.17,396
Nov_2010,Nov-10,"90047
(33.95687345800047, -118.3090784049997)",10.61,386
Dec_2010,Dec-10,"90047
(33.95687345800047, -118.3090784049997)",10.29,454
Jan_2011,Jan-11,"90047
(33.95687345800047, -118.3090784049997)",10.48,457
Feb_2011,Feb-11,"90047
(33.95687345800047, -118.3090784049997)",9.15,384
Mar_2011,Mar-11,"90047
(33.95687345800047, -118.3090784049997)",10.19,420
Apr_2011,Apr-11,"90047
(33.95687345800047, -118.3090784049997)",10.94,353
May_2011,May-11,"90047
(33.95687345800047, -118.3090784049997)",11.81,362
Jun_2011,Jun-11,"90047
(33.95687345800047, -118.3090784049997)",12.74,356
Jul_2011,Jul-11,"90047
(33.95687345800047, -118.3090784049997)",13.43,370
Aug_2011,Aug-11,"90047
(33.95687345800047, -118.3090784049997)",13.17,366
Sep_2011,Sep-11,"90047
(33.95687345800047, -118.3090784049997)",12.51,355
Oct_2011,Oct-11,"90047
(33.95687345800047, -118.3090784049997)",11.09,386
Nov_2011,Nov-11,"90047
(33.95687345800047, -118.3090784049997)",10.39,376
Dec_2011,Dec-11,"90047
(33.95687345800047, -118.3090784049997)",10.38,454
Jan_2012,Jan-12,"90047
(33.95687345800047, -118.3090784049997)",10.49,457
Feb_2012,Feb-12,"90047
(33.95687345800047, -118.3090784049997)",9.8,388
Mar_2012,Mar-12,"90047
(33.95687345800047, -118.3090784049997)",10.53,407
Apr_2012,Apr-12,"90047
(33.95687345800047, -118.3090784049997)",10.61,352
May_2012,May-12,"90047
(33.95687345800047, -118.3090784049997)",11.42,359
Jun_2012,Jun-12,"90047
(33.95687345800047, -118.3090784049997)",13.08,340
Jul_2012,Jul-12,"90047
(33.95687345800047, -118.3090784049997)",10.67,359
Aug_2012,Aug-12,"90047
(33.95687345800047, -118.3090784049997)",10.93,414
Sep_2012,Sep-12,"90047
(33.95687345800047, -118.3090784049997)",10.34,398
Oct_2012,Oct-12,"90047
(33.95687345800047, -118.3090784049997)",8.96,380
Nov_2012,Nov-12,"90047
(33.95687345800047, -118.3090784049997)",8.52,370
Dec_2013,Dec-12,"90047
(33.95687345800047, -118.3090784049997)",7.47,460
Jan_2013,Jan-13,"90047
(33.95687345800047, -118.3090784049997)",7.31,463
Feb_2013,Feb-13,"90047
(33.95687345800047, -118.3090784049997)",7.23,366
Mar_2013,Mar-13,"90047
(33.95687345800047, -118.3090784049997)",8.23,395
Apr_2013,Apr-13,"90047
(33.95687345800047, -118.3090784049997)",9.09,337
May_2013,May-13,"90047
(33.95687345800047, -118.3090784049997)",9.66,347
Jun_2013,Jun-13,"90047
(33.95687345800047, -118.3090784049997)",10.36,345
Jul_2005,Jul-05,"90048
(34.07316318500045, -118.37406665299972)",39.3,466
Aug_2005,Aug-05,"90048
(34.07316318500045, -118.37406665299972)",39.27,470
Sep_2005,Sep-05,"90048
(34.07316318500045, -118.37406665299972)",36.58,455
Oct_2005,Oct-05,"90048
(34.07316318500045, -118.37406665299972)",34.18,428
Nov_2005,Nov-05,"90048
(34.07316318500045, -118.37406665299972)",31.49,408
Dec_2005,Dec-05,"90048
(34.07316318500045, -118.37406665299972)",31.69,454
Jan_2006,Jan-06,"90048
(34.07316318500045, -118.37406665299972)",30.67,462
Feb_2006,Feb-06,"90048
(34.07316318500045, -118.37406665299972)",27.76,420
Mar_2006,Mar-06,"90048
(34.07316318500045, -118.37406665299972)",30.19,466
Apr_2006,Apr-06,"90048
(34.07316318500045, -118.37406665299972)",29.92,407
May_2006,May-06,"90048
(34.07316318500045, -118.37406665299972)",32.22,408
Jun_2006,Jun-06,"90048
(34.07316318500045, -118.37406665299972)",37.7,547
Jul_2006,Jul-06,"90048
(34.07316318500045, -118.37406665299972)",39.14,604
Aug_2006,Aug-06,"90048
(34.07316318500045, -118.37406665299972)",38.36,511
Sep_2006,Sep-06,"90048
(34.07316318500045, -118.37406665299972)",36.53,478
Oct_2006,Oct-06,"90048
(34.07316318500045, -118.37406665299972)",35.6,442
Nov_2006,Nov-06,"90048
(34.07316318500045, -118.37406665299972)",33.09,421
Dec_2006,Dec-06,"90048
(34.07316318500045, -118.37406665299972)",31.71,489
Jan_2007,Jan-07,"90048
(34.07316318500045, -118.37406665299972)",31.03,504
Feb_2007,Feb-07,"90048
(34.07316318500045, -118.37406665299972)",29.17,406
Mar_2007,Mar-07,"90048
(34.07316318500045, -118.37406665299972)",32.32,433
Apr_2007,Apr-07,"90048
(34.07316318500045, -118.37406665299972)",32.71,391
May_2007,May-07,"90048
(34.07316318500045, -118.37406665299972)",33.13,398
Jun_2007,Jun-07,"90048
(34.07316318500045, -118.37406665299972)",36.04,469
Jul_2007,Jul-07,"90048
(34.07316318500045, -118.37406665299972)",36.38,504
Aug_2007,Aug-07,"90048
(34.07316318500045, -118.37406665299972)",36.71,538
Sep_2007,Sep-07,"90048
(34.07316318500045, -118.37406665299972)",35.51,524
Oct_2007,Oct-07,"90048
(34.07316318500045, -118.37406665299972)",33.14,443
Nov_2007,Nov-07,"90048
(34.07316318500045, -118.37406665299972)",31.14,417
Dec_2007,Dec-07,"90048
(34.07316318500045, -118.37406665299972)",27.21,494
Jan_2008,Jan-08,"90048
(34.07316318500045, -118.37406665299972)",27.2,511
Feb_2008,Feb-08,"90048
(34.07316318500045, -118.37406665299972)",26.03,418
Mar_2008,Mar-08,"90048
(34.07316318500045, -118.37406665299972)",28.67,429
Apr_2008,Apr-08,"90048
(34.07316318500045, -118.37406665299972)",29.98,415
May_2008,May-08,"90048
(34.07316318500045, -118.37406665299972)",32.47,430
Jun_2008,Jun-08,"90048
(34.07316318500045, -118.37406665299972)",32.4,495
Jul_2008,Jul-08,"90048
(34.07316318500045, -118.37406665299972)",35.44,529
Aug_2008,Aug-08,"90048
(34.07316318500045, -118.37406665299972)",35.73,540
Sep_2008,Sep-08,"90048
(34.07316318500045, -118.37406665299972)",34.56,523
Oct_2008,Oct-08,"90048
(34.07316318500045, -118.37406665299972)",33.25,454
Nov_2008,Nov-08,"90048
(34.07316318500045, -118.37406665299972)",31.44,429
Dec_2008,Dec-08,"90048
(34.07316318500045, -118.37406665299972)",27.14,468
Jan_2009,Jan-09,"90048
(34.07316318500045, -118.37406665299972)",26.92,475
Feb_2009,Feb-09,"90048
(34.07316318500045, -118.37406665299972)",24.8,409
Mar_2009,Mar-09,"90048
(34.07316318500045, -118.37406665299972)",27.66,443
Apr_2009,Apr-09,"90048
(34.07316318500045, -118.37406665299972)",29.07,411
May_2009,May-09,"90048
(34.07316318500045, -118.37406665299972)",31.61,419
Jun_2009,Jun-09,"90048
(34.07316318500045, -118.37406665299972)",30.12,444
Jul_2009,Jul-09,"90048
(34.07316318500045, -118.37406665299972)",32.11,475
Aug_2009,Aug-09,"90048
(34.07316318500045, -118.37406665299972)",33.31,529
Sep_2009,Sep-09,"90048
(34.07316318500045, -118.37406665299972)",32.49,522
Oct_2009,Oct-09,"90048
(34.07316318500045, -118.37406665299972)",29.72,451
Nov_2009,Nov-09,"90048
(34.07316318500045, -118.37406665299972)",28.66,424
Dec_2009,Dec-09,"90048
(34.07316318500045, -118.37406665299972)",25.4,465
Jan_2010,Jan-10,"90048
(34.07316318500045, -118.37406665299972)",25.5,472
Feb_2010,Feb-10,"90048
(34.07316318500045, -118.37406665299972)",23.66,393
Mar_2010,Mar-10,"90048
(34.07316318500045, -118.37406665299972)",26.37,419
Apr_2010,Apr-10,"90048
(34.07316318500045, -118.37406665299972)",27.17,378
May_2010,May-10,"90048
(34.07316318500045, -118.37406665299972)",28.94,383
Jun_2010,Jun-10,"90048
(34.07316318500045, -118.37406665299972)",29.94,402
Jul_2010,Jul-10,"90048
(34.07316318500045, -118.37406665299972)",32.11,430
Aug_2010,Aug-10,"90048
(34.07316318500045, -118.37406665299972)",33.25,458
Sep_2010,Sep-10,"90048
(34.07316318500045, -118.37406665299972)",30.65,450
Oct_2010,Oct-10,"90048
(34.07316318500045, -118.37406665299972)",29.52,447
Nov_2010,Nov-10,"90048
(34.07316318500045, -118.37406665299972)",27.61,431
Dec_2010,Dec-10,"90048
(34.07316318500045, -118.37406665299972)",25.49,471
Jan_2011,Jan-11,"90048
(34.07316318500045, -118.37406665299972)",26.27,477
Feb_2011,Feb-11,"90048
(34.07316318500045, -118.37406665299972)",23.4,409
Mar_2011,Mar-11,"90048
(34.07316318500045, -118.37406665299972)",25.9,447
Apr_2011,Apr-11,"90048
(34.07316318500045, -118.37406665299972)",27.92,393
May_2011,May-11,"90048
(34.07316318500045, -118.37406665299972)",29.48,396
Jun_2011,Jun-11,"90048
(34.07316318500045, -118.37406665299972)",29.82,430
Jul_2011,Jul-11,"90048
(34.07316318500045, -118.37406665299972)",32.47,456
Aug_2011,Aug-11,"90048
(34.07316318500045, -118.37406665299972)",32.51,462
Sep_2011,Sep-11,"90048
(34.07316318500045, -118.37406665299972)",30.61,447
Oct_2011,Oct-11,"90048
(34.07316318500045, -118.37406665299972)",29.48,441
Nov_2011,Nov-11,"90048
(34.07316318500045, -118.37406665299972)",27.26,424
Dec_2011,Dec-11,"90048
(34.07316318500045, -118.37406665299972)",26.87,460
Jan_2012,Jan-12,"90048
(34.07316318500045, -118.37406665299972)",26.27,466
Feb_2012,Feb-12,"90048
(34.07316318500045, -118.37406665299972)",25.72,410
Mar_2012,Mar-12,"90048
(34.07316318500045, -118.37406665299972)",27.22,428
Apr_2012,Apr-12,"90048
(34.07316318500045, -118.37406665299972)",26.76,379
May_2012,May-12,"90048
(34.07316318500045, -118.37406665299972)",28.51,383
Jun_2012,Jun-12,"90048
(34.07316318500045, -118.37406665299972)",30.76,410
Jul_2012,Jul-12,"90048
(34.07316318500045, -118.37406665299972)",16.7,431
Aug_2012,Aug-12,"90048
(34.07316318500045, -118.37406665299972)",17.22,577
Sep_2012,Sep-12,"90048
(34.07316318500045, -118.37406665299972)",16.76,578
Oct_2012,Oct-12,"90048
(34.07316318500045, -118.37406665299972)",14.59,449
Nov_2012,Nov-12,"90048
(34.07316318500045, -118.37406665299972)",13.59,418
Dec_2013,Dec-12,"90048
(34.07316318500045, -118.37406665299972)",10.8,470
Jan_2013,Jan-13,"90048
(34.07316318500045, -118.37406665299972)",9.96,478
Feb_2013,Feb-13,"90048
(34.07316318500045, -118.37406665299972)",10.65,390
Mar_2013,Mar-13,"90048
(34.07316318500045, -118.37406665299972)",12.4,416
Apr_2013,Apr-13,"90048
(34.07316318500045, -118.37406665299972)",13.85,376
May_2013,May-13,"90048
(34.07316318500045, -118.37406665299972)",14.88,384
Jun_2013,Jun-13,"90048
(34.07316318500045, -118.37406665299972)",15.78,430
Jul_2005,Jul-05,"90049
(34.06172278600047, -118.4722594319997)",57.51,893
Aug_2005,Aug-05,"90049
(34.06172278600047, -118.4722594319997)",54.94,897
Sep_2005,Sep-05,"90049
(34.06172278600047, -118.4722594319997)",48.57,824
Oct_2005,Oct-05,"90049
(34.06172278600047, -118.4722594319997)",46.11,845
Nov_2005,Nov-05,"90049
(34.06172278600047, -118.4722594319997)",37.47,831
Dec_2005,Dec-05,"90049
(34.06172278600047, -118.4722594319997)",37.78,861
Jan_2006,Jan-06,"90049
(34.06172278600047, -118.4722594319997)",35.1,867
Feb_2006,Feb-06,"90049
(34.06172278600047, -118.4722594319997)",31.63,785
Mar_2006,Mar-06,"90049
(34.06172278600047, -118.4722594319997)",28.9,856
Apr_2006,Apr-06,"90049
(34.06172278600047, -118.4722594319997)",30.29,829
May_2006,May-06,"90049
(34.06172278600047, -118.4722594319997)",44.95,861
