Fund,Fund Name,Cash,Department Name,Fund Purpose,Sources of Funds,Eligible Uses,Fund Category,Ending Fund Balance,Assets,Liabilities,Grant Receivable Asset,Other Assets,Current Collected Revenue,Cash Disbursement,Outstanding Commitment,Date Fund Established,Fund Group Name,Fund Type Name,Council File Link,Fund Origin Council File #,Department,Fund Origin Ordinance #,Amending Ordinances,Code Section,Fund Origin Resolution,Amending Resolution,Currently on Budget,Replacement of GF Allowed,Any Overhead Costs Remitted to GF,Overhead Costs Reimbursement Eligibility,Interest to GF,Interest Reversion Eligibility,GF Reversion,Inactive Fund - Close,Contact,Phone,Email
44J,Wilmington Commercial Bid,$728.84,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Assessments levied on properties within the district,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$80060.44,$80157.10,$96.66,$0.00,$79428.26,$39873.03,$0.00,$0.00,08/07/2000,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-0897,96-0897,14,173472,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
44K,La Chinatown Business Impr Dis,$49493.67,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Assessments levied on properties within the district,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$87524.69,$87524.69,$0.00,$0.00,$38031.02,$48743.91,$169004.97,$21808.70,08/15/2000,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=99-2233,99-2233,14,173484,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
44L,Lincoln Heights Indus Zone Bid,$32.74,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Assessments levied on properties within the district,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$152.98,$152.98,$0.00,$0.00,$120.24,$13173.27,$17638.75,$0.00,08/15/2000,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-1209,00-1209,14,173491,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
44M,Encino Business Improvement Di,$1647.81,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Assessments levied on properties within the district,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$1647.81,$1647.81,$0.00,$0.00,$0.00,$2124.52,$103736.67,$1433.18,08/18/2000,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=96-0491,96-0491,14,173482,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
44N,Cops Domestic Violence Test Si,$0.00,Mayor,Funding for Domestic Violence Test Site Project,U.S. Dept of Justice COPS Domestic Violence Test Site Project Grant Award,"Develop strategies to conduct thorough interviews, recognize cases. case management and referral services",Law Enforcement,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,08/03/2000,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-1010,00-1010,46,,,,,,No,No,Yes,Yes,Yes,Not Applicable,No,No,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
44R,Targeted Destin Ambulance Serv,$2464157.87,Fire,Enhancing paramedic services in the community,Fees paid to the City of Los Angeles for targeted destination ambulance services,"For the enhancement of paramedic services, including training, equipment and vehicles",Fire Prevention and Emergency Preparedness,$2953038.63,$2953038.63,$0.00,$0.00,$488880.76,$475540.95,$697511.87,$387668.53,05/25/2000,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-0625,00-0625,38,173325,None,"Admin Code, Sec. 5.521",,,No,No,No,No,No,No,No,No,Salvador Martinez,(213) 978-3434,salvador.martinez@lacity.org
44S,Landscapng & Lt Asses Ser 2001,$1512269.42,City Administrative Officer,For projects as provided in the Bond indenture or added by Council public hearing process,"Sale of the Landscaping District 96-1 Assessment Bonds, Series 2001","Only used for design, construction and/or acquisition costs of Proposition K bond financed projects. All earnings by the Improvement Fund shall be retained in the Fund.",Other Capital Projects,$1512269.42,$1512269.42,$0.00,$0.00,$0.00,$3785.26,$54987.55,$191355.64,02/21/2001,Governmental,Capital Projects,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-0531,00-0531,10,173794,,Admin Code - 8.325,,,No,No,No,No,No,No,No,No,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
44T,El Pueblo Cultural Improv Trus,$97517.82,El Pueblo De Los Angeles Historical Monument Authority,Purchase of equipment and furnishings in support of ongoing cultural enrichment programs,"Appropriations, bequests, grants, contributions and gifts",Purchase of equipment and furnishings in support of ongoing culturally enriching programs of the El Pueblo.,Cultural Activities,$97517.82,$97517.82,$0.00,$0.00,$0.00,$241.35,$246154.24,$0.00,10/17/2000,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-1956,00-1956,33,173564,Not Applicable,,,,No,No,No,No,No,No,No,No,Michael Vitkievicz,(213) 485-8327,mike.vitkievicfz@lacity.org
44V,La Bridges - Doj Grant,$12528.88,Economic Development Department,For youth employment opportunities under Operations Healthy Neighborhoods and L.A. Bridges Program,U.S. Dept. of Justice Grants,,Community Development,$12528.88,$12528.88,$0.00,$0.00,$0.00,$30.29,$0.00,$0.00,01/16/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-2464,00-2464,22,,,,,,No,No,Yes,Yes,No,No,No,Yes,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
44W,Family Violence Prev Initiativ,$0.00,Mayor,To coordinate Family Violence Response Teams that provide comprehensive services,U.S. Dept. of Justice's Family Violence Prevention Initiative Program,"Salaries, supplies, contractual services and indirect City costs",Law Enforcement,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,01/23/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-2050,00-2050,46,Not Applicable,Not Applicable,Not Applicable,,,No,No,No,No,No,No,No,Yes,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
44X,Coastal Zone Affordable Housing,$0.00,Housing and Community Investment Department,For the purpose of developing affordable housing in the Coastal Zone,Monies paid to the City pursuant to the Mello Act Ordinance,For development of affordable housing in the Coastal Zone.,Community Development,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,03/09/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=98-0255,98-0255,43,173815,Not Applicable,Not Applicable,,,No,No,No,No,No,No,No,No,Lyndon Salvador,(213) 808-8429,lyndon.salvador@lacity.org
44Y,Brownfields Trng Demo Grant,$3519.92,Economic Development Department,"For workplace development including education, career mobility and workforce productivity",Environmental Protection Agency Grants,"Salaries, training programs, supplies and development of annual plans ",Community Development,$3519.92,$3519.92,$0.00,$0.00,$0.00,$8.31,$0.00,$0.00,10/25/2000,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=99-0646-S4,99-0646-S4,22,,,,,,No,No,Yes,Yes,No,No,No,Yes,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
44Z,Traffic Congestion Relief Act,$3157141.68,Street Services Non-Departmental - Appropriations to Special Purpose Fund,To relieve congestion on freeways and streets by speeding up project delivery time,State Traffic Congestion Relief Grants,Victor/Ventura/Sepulveda/Freeway 118 Corridor Project.,Transportation,$3157141.68,$3157141.68,$0.00,$0.00,$0.00,$7618.11,$0.00,$0.00,06/25/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-2222,00-2222,50,,,,,,No,No,No,No,No,No,No,Yes,Victoria Villa-Agustin,(213) 847-2815,victoria.villa-agustin@lacity.org
456,Projects With Industry 12TH Yr,$0.00,Disability,For Rehabilitation Services Administration for the 1987-1988 Projects with Industry Program,U.S. Dept. of Education Grants,"For the receipt, retention and disbursement of funds",Community Development,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/21/1987,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=87-0783-S4,87-0783-S4,65,,,,,,No,No,,,Yes,Not Applicable,No,Yes,Tony Abraham,(213) 202-2746,tony.abraham@lacity.org
458,Low Income Housing Tax Credit,$0.00,Housing and Community Investment Department,To be used to assist any low income rental city housing program,All fee income received by the City for the review and processing of application for low income housing tax credits,"Processing of private party applications, provide incentives for the construction, acquisition, and rehabilitation of multi-family rental housing for low income households",Community Development,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,09/29/1987,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=87-1635,87-1635,43,Not Applicable,Not Applicable, 22.471.1,,,No,No,No,No,Yes,Not Applicable,No,Yes,Lyndon Salvador,(213) 808-8429,lyndon.salvador@lacity.org
45B,Vermont/Snap Parks First Trust,$1393423.37,City Administrative Officer,For  acquisition and development of parks and open space in the Vermont/Western Station Neighborhood area, The deposit of development fees into the Fund is  paid pursuant to the Vermont/Western Station Neighborhood Area Specific Plan for development of parks and open space in the Vermont/Western Station Neighborhood area,"Primary use of Trust Fund monies includes acquisition and capital improvements, with a minimum of fifteen percent reserved for maintenance of completed projects.",Other Capital Projects,$1393423.37,$1393423.37,$0.00,$0.00,$0.00,$33389.82,$0.00,$0.00,04/25/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-1999,00-1999,10,173964,,Admin Code Sec 5.526; Sec 8.325,,,No,No,No,No,No,No,No,No,Jody Yoxsimer,(213) 473-7577,jody.yoxsimer@lacity.org
45C,Traffic Safety Education Progm,$29018.13,Housing and Community Investment Department,Develop and enhance the ability of CBOs to positively influence traffic safety behaviors in communities,Federal Department of Transportation Funds Pass thru the State Office of Traffic Safety,To improve pedestrian and child passenger safety,Social Services,$28809.60,$29018.13,$208.53,$0.00,$0.00,$144093.58,$28789.25,$0.00,06/01/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=00-2336,00-2336,43,Not Applicable,Not Applicable,Not Applicable,,,Yes,No,Yes,Yes,No,No,No,No,Lyndon Salvador,(213) 808-8429,lyndon.salvador@lacity.org
45D,High Risk/High Need Services Program Fund,$2150779.84,Economic Development Department,"Funding for the High Risk, High Needs program",Workforce Investment Act Funds and L.A. County Grants,"Contractual services, salaries, operational supplies and related costs, Interest earned shall remain in the fund",Law Enforcement,$1892436.21,$4798754.84,$2906318.63,$2647975.00,$0.00,$160981.87,$3452.73,$0.00,06/25/2012,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=11-0582-S5,11-0582-S5,22,,,,,,No,No,Yes,Yes,No,No,No,No,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
45E,GREEN RETROFIT PROGRAM FUND,$588027.13,General Services,Purchase and installation of energy efficient measures in City buildings and facilities,Monies borrowed or received by the City from L.A. Dept. of Water and Power,"For receipts, retention, disbursement of monies borrowed or received from DWP for purchase & installation of energy efficient in City buildings.","Health, Environmental and Sanitation Program",$588027.13,$588027.13,$0.00,$0.00,$0.00,$227165.67,$142509.05,$93813.57,06/28/0201,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=01-0223,01-0223,40,174068,Not Applicable,Not Applicable,,,No,No,Yes,Yes,No,No,No,No,Ivy Yan,(213) 928-9596,ivy.yan@lacity.org
45F,Rewarding Youth Achievement Fd,$34962.56,Economic Development Department,Assisting high school students in youth opportunity empowerment zones to enhance college enrollment,U.S. Dept. of Labor Grants,"All interest and earning are to remain in the fund, funds can be used for purchase of equipment, supplies, mileage and position authorities",Community Development,$34962.56,$34962.56,$0.00,$0.00,$0.00,$84.32,$0.00,$0.00,07/09/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=01-1213,01-1213,22,,,,,,No,No,Yes,Yes,No,No,No,Yes,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
45J,Hollywood Entertainment Bid,$148803.69,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Assessments levied on properties within the district,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$358245.15,$358245.15,$0.00,$0.00,$209441.46,$99699.80,$1350302.02,$100128.18,10/29/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=01-0555,01-0555,14,174094,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
45K,Highland Park Business Improv,$404224.79,City Clerk,To collect and disburse assessments for the approved programs and activities of the BID,Assessments levied on properties within the district,"To support supplemental programs, services and activities that benefit businesses within the boundaries of the BID",Community Development,$404224.79,$404224.79,$0.00,$0.00,$0.00,$5100.00,$0.00,$403355.55,10/29/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=01-1128,01-1128,14,174251,,,,,No,No,No,No,No,No,No,No,Miranda Paster,(213) 978-1111,miranda.paster@lacity.org
45L,Miscellaneous Sources Fund,$427688.55,Economic Development Department,For advancing job opportunities to the local community including a job training program,Various,To record the receipts and disbursements relative to various grants.,Community Development,$422482.42,$5954919.12,$5532436.70,$5527220.57,$10.00,$1679.27,$-107.00,$203764.42,12/11/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=01-2503,Jan-03,22,,,,,,No,No,Yes,Yes,No,No,No,No,Catherine Bondoc,(213) 744-9000,catherine.bondoc@lacity.org
45M,Career Criminal Apprehension,$65678.24,Mayor,Funding for the Career Criminal Apprehension Program,State of CA Grants,To support crime analysis. ,Law Enforcement,$65678.24,$65678.24,$0.00,$0.00,$0.00,$158.44,$0.00,$314.58,12/11/2001,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=01-2048,Jan-48,46,,,,,,No,No,No,Unable to Determine,No,No,No,No,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
45N,Eda Grants Fund,$5266.38,Mayor,Funding for approved Title IX Public Works projects,"U.S. Dept. of Commerce, Economic Development Administration Grants","Funding for Wilmington Industrial Site, Cornfields Site, Samitaur Site, Sears Site, Adams/La Brea Commercial Project",Community Development,$5266.38,$5266.38,$0.00,$0.00,$0.00,$13.09,$0.00,$0.00,08/08/2003,Governmental,Special Revenue,http://cityclerk.lacity.org/lacityclerkconnect/index.cfm?fa=ccfi.viewrecord&cfnumber=03-1265,03-1265,46,,,,,,No,No,No,Unable to Determine,No,No,No,No,Alma Lopez,(213) 473-2386,alma.lopez@lacity.org
